[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 15:35:34] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 15:35:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733\
[2024-11-02 15:35:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/DnnServer/GoldBayHotels/
[2024-11-02 15:37:03] [class-ss-page.php:119] Checking Content Identical:304d8f47c5dfcf36d1191194622f7cd1a12c7562===. Value: FALSE
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2024-11-02 15:37:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 975
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471f77586-wjBC0d.tmp
[2024-11-02 15:37:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js?simply_static_page=13872
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js?simply_static_page=13872
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:103] Filesize: 272042 bytes
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471f77586-wjBC0d.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:03] [class-ss-page.php:119] Checking Content Identical:4b3ecf3516562813d6dca5e1be74e16fd7753379===. Value: FALSE
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2024-11-02 15:37:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 975
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471fc5e5c-gwUXUd.tmp
[2024-11-02 15:37:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js?simply_static_page=13873
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js?simply_static_page=13873
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:103] Filesize: 3743 bytes
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471fc5e5c-gwUXUd.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:03] [class-ss-page.php:119] Checking Content Identical:7785de8f2f89a8637d6ac57fd9fade2997baf962===. Value: FALSE
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2024-11-02 15:37:03] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 975
[2024-11-02 15:37:03] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726471fed4b5-uIQdL3.tmp
[2024-11-02 15:37:03] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js?simply_static_page=13874
[2024-11-02 15:37:03] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js?simply_static_page=13874
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:103] Filesize: 7529 bytes
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726471fed4b5-uIQdL3.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:04] [class-ss-page.php:119] Checking Content Identical:942d0993f2c9575bcbc4c3b103d873ffe9bdb175===. Value: FALSE
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-11-02 15:37:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 975
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647202465f-EqNynh.tmp
[2024-11-02 15:37:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-feedback.js?simply_static_page=13875
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-feedback.js?simply_static_page=13875
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:103] Filesize: 4640 bytes
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647202465f-EqNynh.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:04] [class-ss-page.php:119] Checking Content Identical:559a2e10cebcc15291204621248d3b8bb1ae59d5===. Value: FALSE
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-11-02 15:37:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 975
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726472073504-xPystG.tmp
[2024-11-02 15:37:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-feedback.min.js?simply_static_page=13876
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-feedback.min.js?simply_static_page=13876
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:103] Filesize: 1976 bytes
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726472073504-xPystG.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:04] [class-ss-page.php:119] Checking Content Identical:c7c6a6003f5353048a56bf78881def4059527803===. Value: FALSE
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-11-02 15:37:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 975
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264720a060a-jcjgjG.tmp
[2024-11-02 15:37:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=13877
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=13877
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:103] Filesize: 39078 bytes
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264720a060a-jcjgjG.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/admin-modules.js
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:04] [class-ss-page.php:119] Checking Content Identical:af0fba72f6a4d24a1eb52b696f8e8ef64203c30a===. Value: FALSE
[2024-11-02 15:37:04] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 200 of 975 pages/files
[2024-11-02 15:37:04] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-02 15:37:04] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-02 15:37:04] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:69] Total pages: 975; Pages remaining: 725
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2024-11-02 15:37:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 975
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264720d034e-deX8uS.tmp
[2024-11-02 15:37:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.min.js?simply_static_page=13878
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.min.js?simply_static_page=13878
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:103] Filesize: 17895 bytes
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2024-11-02 15:37:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264720d034e-deX8uS.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:04] [class-ss-page.php:119] Checking Content Identical:16ce2716cea19edcf879b2090e73801d93c95a4c===. Value: FALSE
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2024-11-02 15:37:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 975
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264721028ae-V6F93S.tmp
[2024-11-02 15:37:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt?simply_static_page=13879
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt?simply_static_page=13879
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264721028ae-V6F93S.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:05] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-notifications.js
[2024-11-02 15:37:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 975
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726472169479-cTawUB.tmp
[2024-11-02 15:37:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-notifications.js?simply_static_page=13880
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-notifications.js?simply_static_page=13880
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:103] Filesize: 308157 bytes
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.js
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726472169479-cTawUB.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor/assets/js/admin-notifications.js
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:37:05] [class-ss-page.php:119] Checking Content Identical:a5220cbab07ad5ea93df33fcdea860b2258d9da7===. Value: FALSE
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-notifications.min.js
[2024-11-02 15:37:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 975
[2024-11-02 15:37:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264721b812b-tf1TFL.tmp
[2024-11-02 15:37:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-notifications.min.js?simply_static_page=13881
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor/assets/js/admin-notifications.min.js?simply_static_page=13881
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:103] Filesize: 88322 bytes
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:37:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-notifications.min.js
